competence_programmation,competence_math,competence_physique,competence_electronique,competence_mecanique,competence_chimie,interet_aviation,interet_informatique,interet_donnees,interet_securite,interet_robotique,interet_energie,interet_cartographie,interet_automobile,trait_analytique,trait_creatif,trait_rigoureux,trait_aventureux,trait_methodique,moyenne_math,moyenne_physique,moyenne_informatique,moyenne_generale,filiere_cible
10,10,4,7,3,4,3,8,6,4,6,4,3,2,6,3,4,8,3,11.837301998196665,8.667039239173668,17.85669062561208,8.468333945880385,Intelligence Artificielle
4,8,5,5,5,5,8,2,3,4,4,5,7,7,5,6,7,6,6,9.798323301819842,8.64368596544415,12.282161530356447,9.058854127894309,Pétrochimie
7,4,4,7,5,7,6,4,5,7,2,4,4,6,6,7,6,4,7,11.763245599933427,12.62454866110116,10.837629087213513,9.778035886567123,Cybersécurité
6,7,5,8,6,4,4,6,3,2,4,6,3,6,3,5,4,5,4,11.254996075035221,11.668835819239684,12.074984168999698,9.429004512204624,Maintenance Automobile
6,8,3,7,5,4,5,7,8,4,6,4,6,6,4,7,5,3,6,11.008883491585172,11.50190014379411,12.046513604779076,13.737318900617776,Robotique
5,6,3,4,5,5,7,7,6,5,6,5,5,5,4,4,2,6,7,9.049531092792625,11.631300425820982,12.58753234742804,12.370047626949503,Topographie
5,3,6,6,7,7,7,8,5,8,4,5,6,3,3,4,5,4,4,10.891347231943346,9.819974691518423,11.902053054945133,13.225982832911598,Robotique
10,9,6,3,6,4,8,8,5,4,5,3,6,2,6,7,5,4,7,8.752673981155601,9.831809066651903,16.117408329870734,13.02480664363922,Big Data
8,5,5,4,3,5,2,7,4,4,4,6,4,4,6,7,7,3,7,13.256893491128459,9.94597220906701,16.023740340527766,9.56700322027648,Big Data
6,4,9,4,6,5,10,5,4,5,4,7,6,4,7,7,5,3,4,8.512232748787444,16.17292201415904,9.700547453658809,12.730274237174012,Pilotage
5,8,4,6,7,6,2,5,5,3,6,7,5,4,6,2,2,7,2,13.506856852920368,13.617340547283463,10.843273019935202,10.38800020345303,Maintenance Automobile
6,7,7,3,5,7,2,6,6,4,6,4,2,5,4,7,6,2,2,8.129954112543254,9.740470663134527,13.724727349388019,12.399511782229833,Maintenance Automobile
5,6,3,4,7,6,3,7,5,2,5,7,3,6,3,3,4,7,4,12.75527818360714,9.407992785579697,13.534298479042826,9.80744669994115,Objets Connectés (IoT)
6,5,2,4,7,5,4,6,8,6,8,7,7,8,5,6,3,4,3,12.49352009885684,13.473596078800238,10.267465318024351,9.493760874361545,Maintenance Automobile
5,4,10,2,6,4,10,8,6,6,6,5,5,3,4,6,5,5,3,9.950812667314148,15.868514536459557,11.369170472490678,10.71607194488103,Pilotage
2,3,3,7,6,4,7,3,3,7,6,5,4,5,2,5,4,7,5,13.480929404853367,13.576325576537636,11.444043981324903,9.299217969264665,Objets Connectés (IoT)
5,5,5,4,5,6,6,4,7,4,5,8,3,8,6,5,6,4,3,10.671011750063284,13.008050793845477,12.416298478136898,12.843234789314717,Objets Connectés (IoT)
4,4,7,4,7,6,4,5,8,6,2,6,6,7,6,5,5,4,7,11.93898017077048,13.040471582037895,10.473686971621312,11.602961160055523,Robotique
9,9,8,8,8,5,4,10,6,5,5,6,7,4,5,6,4,6,6,9.989162685864693,11.845942473840026,13.09367323799995,13.02604688034869,Génie Logiciel
4,6,2,6,6,8,7,5,3,3,5,4,4,4,5,7,6,4,4,11.725270515580277,9.036956255839389,11.716000642598074,13.6660159548487,Maintenance Automobile
6,4,6,6,6,6,9,4,5,3,3,2,4,7,3,7,3,5,2,11.925856001339067,13.303918627147091,9.003787846110528,9.191187053648795,Aéronautique
4,5,6,7,6,5,5,5,6,2,7,6,6,4,4,6,3,3,7,13.756217907280725,9.576874358618971,13.385177687161136,8.017961322374726,Robotique
5,4,9,5,2,5,8,4,8,4,6,5,6,5,7,8,7,4,4,9.223301645929025,14.30268631920796,13.252534877380674,10.547345324125804,Pilotage
2,5,7,6,8,3,7,4,8,5,6,3,5,6,7,3,5,3,7,10.603328697562166,11.699629959611428,10.71997329497935,8.440433092142463,Cybersécurité
4,8,10,4,7,6,8,4,7,6,3,6,4,5,5,2,2,2,4,11.876197864295236,13.617194317961522,9.83610351531539,11.102018335105942,Pilotage
9,9,6,3,2,6,3,8,5,2,5,2,7,2,6,5,8,5,6,10.403074073559704,11.438832576346151,14.322026822751974,11.72729152985058,Intelligence Artificielle
2,8,6,2,3,8,7,6,5,2,3,5,6,6,3,7,7,7,7,9.515812578150486,12.1027889635142,8.734179040864722,10.753911846156429,Maintenance Automobile
7,4,2,3,7,2,6,7,5,3,6,6,7,8,3,4,4,6,6,11.62094947134662,11.993734784383964,9.06622502757254,11.395471895622254,Pétrochimie
4,3,5,5,4,5,4,5,4,4,7,5,4,6,4,4,2,4,7,8.360135073700771,11.527166836530872,11.824854218730325,11.36065352599523,Topographie
7,9,7,6,4,6,7,10,4,5,4,6,4,6,6,6,5,3,2,10.222387248822969,8.165074916666253,14.037193491044398,11.263265280023674,Intelligence Artificielle
6,5,2,4,3,2,5,5,6,5,7,6,8,5,5,6,6,5,6,11.275452348320298,12.07100318109316,13.285519369006085,8.867542603578906,Maintenance Automobile
9,7,5,6,4,6,8,9,7,3,5,4,6,6,5,4,7,5,4,13.665873761170802,10.110071952381777,14.11200525770779,11.659899213979472,Génie Logiciel
3,7,4,6,6,4,7,4,5,8,8,5,5,6,4,4,5,3,3,12.249942583553858,9.307374058593481,9.724998169613544,9.612854502259056,Cybersécurité
6,5,7,3,4,5,6,2,5,5,4,3,4,5,6,6,7,6,2,10.135927112085014,10.49285024061118,10.02623428684698,13.319793145361896,Cybersécurité
6,4,6,7,7,5,3,5,5,2,6,4,6,8,6,5,6,4,5,12.256527561811904,10.660779166150796,9.291219036947858,12.451709682118139,Topographie
4,3,3,6,7,7,5,3,5,6,5,4,8,8,5,5,4,6,6,10.245736044502207,9.036975195830262,9.25201455775484,13.43062034523416,Topographie
2,3,5,6,5,7,4,8,3,4,5,6,6,7,3,6,6,2,7,13.934179485154765,10.054686179602863,13.336969589624681,13.2877852764735,Topographie
6,2,6,7,4,4,9,6,2,4,7,4,7,6,5,8,6,5,2,13.167679696373384,14.501455730000144,10.303784138695493,12.819127865046394,Aéronautique
3,7,9,6,3,8,10,7,5,4,6,4,5,4,6,4,5,8,8,11.447010139916337,13.783745300999392,10.169505489662845,12.857140237399925,Aéronautique
9,9,6,8,6,5,3,8,6,4,5,2,2,7,4,3,6,4,4,9.680126628749479,10.181351140795691,15.776922737373223,10.559832375479617,Génie Logiciel
6,6,3,4,5,5,7,5,6,7,6,2,6,6,5,6,4,6,5,10.959374983443961,13.388461340274091,11.235961597041465,10.910306025477711,Robotique
2,5,3,3,2,7,2,3,7,5,3,5,7,4,4,8,8,5,2,13.717525891702781,9.00837519565652,10.51692605444428,8.387316775674375,Maintenance Automobile
6,7,6,5,5,4,7,4,6,5,4,7,3,4,4,7,8,7,6,8.147490775952237,9.264861913689145,11.875189557792243,9.111312321747555,Topographie
8,9,7,3,3,4,5,8,6,5,6,5,2,6,3,8,5,6,7,11.027855540965422,13.382866716178086,15.496486113843194,13.084790743322305,Intelligence Artificielle
7,6,8,5,2,4,4,4,4,5,7,3,7,7,7,7,5,4,8,13.663101623034297,12.397052101302613,10.04775637858764,10.32685158280713,Cybersécurité
7,7,8,6,4,4,5,5,3,8,6,3,3,5,6,7,3,4,6,13.081190403435741,13.173663864025826,13.246634222459688,11.177490248588924,Pétrochimie
4,7,8,6,7,4,10,6,2,5,4,4,5,5,6,6,4,7,7,8.281240750961583,15.55891069423008,8.994570522063965,10.336195304849111,Aéronautique
4,8,8,4,2,4,10,8,7,2,7,5,6,4,8,6,4,5,8,12.376870682304421,14.33311305271878,13.292663319438184,9.607657443694672,Pilotage
7,6,6,2,2,8,4,4,3,4,5,3,7,2,4,4,6,6,3,11.072007107269787,10.19505053726423,9.773956696178466,9.17289230488305,Topographie
6,3,8,4,7,6,4,4,5,5,6,4,6,8,8,5,7,6,5,9.922887529598626,9.686237790690642,10.240669654875106,12.209828959996415,Topographie
3,5,5,6,6,8,5,6,5,6,6,6,5,2,7,6,7,2,5,8.806371446301153,11.762776466319522,13.114588169887664,12.301448702609495,Topographie
9,6,5,5,7,3,3,8,6,3,3,2,5,4,2,8,6,4,6,11.39779486642249,12.25220155673673,14.449089420387928,12.086830646622017,Génie Logiciel
4,3,8,7,7,6,10,8,6,6,4,4,5,3,5,4,5,4,7,11.358746813862656,12.295618449166174,10.979906337931018,12.217171416600358,Aéronautique
6,8,5,4,7,7,6,3,6,3,5,6,7,8,3,4,3,4,3,8.718991239141094,13.896287729356924,10.230349276630209,8.91973256322537,Topographie
3,6,7,5,6,4,4,2,6,7,2,5,3,2,5,4,4,7,7,8.312560014896349,13.641870535931886,12.48749160975547,8.58667542850039,Cybersécurité
2,4,3,6,5,4,7,6,4,4,3,8,6,4,6,5,5,3,8,8.707918992361254,8.353324608320138,8.440306625670527,8.49893916426072,Objets Connectés (IoT)
4,3,7,6,2,5,6,2,7,4,3,6,3,4,3,4,7,4,7,11.43604324129403,9.858714012979863,9.49151577291318,8.835794699420369,Objets Connectés (IoT)
7,2,6,6,4,7,4,5,7,4,4,5,6,8,6,3,6,6,5,12.59845264548337,9.524936237685296,11.792327245656391,10.41765050533435,Pétrochimie
6,8,5,2,7,7,4,10,7,3,6,4,5,3,3,6,4,5,8,13.99278799173895,8.388819517634547,17.14362318581311,8.365006366646638,Big Data
7,4,3,2,3,7,7,3,6,5,7,3,6,3,6,5,7,2,5,9.924018584471803,9.16403654720927,13.180626858746093,9.922341901989165,Objets Connectés (IoT)
6,2,9,4,5,3,10,6,8,4,8,4,7,7,7,7,6,4,8,10.348958945587757,15.524026688441428,10.107175577857973,10.368169017936765,Pilotage
4,6,7,4,3,7,5,3,6,5,8,2,3,4,4,3,6,6,6,9.075885422328916,9.24060456942996,13.10844424782189,10.268478070268792,Robotique
7,8,5,4,8,5,5,4,6,6,4,6,3,4,4,5,5,4,3,13.798148787510929,8.404313477895263,9.161037013197417,9.075244077359347,Topographie
8,8,6,6,3,4,5,9,4,7,3,6,3,5,5,6,5,5,4,9.751344496982352,11.878018714202796,13.845288703239266,11.173812453342162,Génie Logiciel
8,7,4,7,7,2,5,3,8,6,7,6,2,4,7,3,5,6,4,12.130123354857336,13.367492409683399,13.062683743453718,13.609313432351804,Cybersécurité
7,4,9,5,4,4,7,7,6,5,2,7,3,3,7,5,6,6,5,8.663725211031196,13.027098507792909,11.948137015044239,8.775705518735846,Aéronautique
10,8,6,7,6,5,5,6,6,7,8,5,5,7,4,8,4,7,4,9.53099467179775,11.013031918436047,13.02238238380251,10.267066947119808,Génie Logiciel
4,3,6,2,4,4,6,4,6,3,7,6,8,5,6,7,7,8,6,13.121345252163755,10.245018532185952,10.398219242049048,10.767503972461004,Cybersécurité
8,9,2,4,6,8,7,10,3,6,3,5,5,5,7,4,3,7,6,9.030792833505032,12.558563019169679,13.88167167242723,11.31094488133273,Génie Logiciel
4,7,2,5,7,4,7,8,6,5,3,7,6,4,5,3,7,7,5,8.71847477616307,10.898487805565036,10.023924196631828,10.211609239670423,Pétrochimie
4,3,8,4,3,2,10,8,6,7,6,4,4,4,6,5,4,3,2,11.507444475277058,16.711148538773855,13.990035070492366,11.907967110537658,Pilotage
2,5,3,2,8,3,5,6,5,7,6,3,5,2,5,2,8,7,2,10.53097706167564,10.058482896617678,9.138635024290656,10.899492519891409,Cybersécurité
7,4,7,4,7,6,4,7,6,3,7,5,3,8,7,6,3,4,5,9.622149981841913,11.595057481171896,8.831423335152198,10.283903740262584,Objets Connectés (IoT)
5,6,6,2,3,3,6,6,2,6,7,3,3,4,4,4,5,4,6,9.246260309541926,8.0077992713996,10.433693239960146,13.142822802585329,Robotique
7,3,5,5,7,6,2,5,4,3,8,5,3,7,2,4,4,4,6,10.30578578982443,12.184383245684854,10.99234696346205,10.340060484571119,Maintenance Automobile
2,4,3,2,5,7,4,6,3,6,3,2,3,5,4,5,7,4,3,13.025205319211732,8.100193013958481,13.978586245504657,11.824887752828756,Topographie
9,6,6,4,8,5,4,10,4,3,6,6,6,4,5,7,3,7,2,10.316162422994287,8.941661851136073,14.794347976121726,12.412572696555848,Big Data
8,4,10,8,5,3,9,2,4,6,6,4,7,8,6,7,4,3,4,10.44138964742871,16.161359254077595,13.428592630392693,8.94639930860229,Pilotage
8,5,5,7,3,6,4,3,2,6,4,3,4,4,2,4,5,6,4,10.094519832277195,11.010148283416008,13.253318005816062,10.095011314587603,Robotique
8,6,4,4,6,4,3,7,6,2,8,2,6,5,3,8,8,4,3,11.912496368321225,8.98276255273333,17.19118804288103,10.648957280093871,Intelligence Artificielle
5,7,6,7,3,6,6,5,2,7,7,7,7,3,7,6,6,4,6,8.507848333266553,13.103345393275568,10.942346638209445,12.861676783302974,Pétrochimie
6,5,5,6,6,6,7,5,2,4,3,3,6,8,7,4,5,7,8,13.629017058109264,8.931282921434033,8.933006893897067,9.954839529857825,Maintenance Automobile
7,4,8,4,5,2,8,4,2,4,3,4,4,5,5,6,6,7,2,10.947612202145,10.268688458748274,11.018436289444592,11.537466020131335,Cybersécurité
6,7,6,3,7,5,6,7,5,5,2,3,6,5,5,4,4,4,6,8.344356594986397,11.544093366245718,15.617040913957789,13.036063849267737,Génie Logiciel
4,6,4,3,5,6,3,8,6,2,3,4,6,4,6,5,5,6,6,12.75507848283608,10.910284955715731,8.165767739169516,11.629450796404306,Objets Connectés (IoT)
7,4,2,6,5,4,7,4,6,8,6,4,5,3,6,6,7,7,6,10.61282761046467,8.79952631875245,8.416664594486617,8.682161060884777,Objets Connectés (IoT)
7,2,4,2,6,7,6,3,5,5,4,2,4,6,6,4,2,8,6,8.877849713560291,10.483877675365846,9.918252549917828,12.961334215807451,Cybersécurité
6,4,8,5,4,5,8,6,6,5,5,7,5,7,6,5,6,6,5,8.939564980062297,13.22315425327567,9.861931856167036,11.948309917198532,Pilotage
8,10,2,3,4,5,8,8,4,4,6,6,8,6,7,7,3,7,3,12.420900999443555,12.176044212883724,17.422801066938668,10.59445598492152,Big Data
6,4,9,7,6,7,10,3,5,3,2,7,4,5,4,7,5,4,4,9.896360659700703,13.798663768218667,11.512879098104449,9.87571018326862,Pilotage
8,9,7,5,4,7,5,9,5,7,3,6,6,4,5,7,4,4,5,10.756025783347539,13.10482978640161,17.2021988761244,12.730114630949119,Intelligence Artificielle
6,3,5,5,5,2,6,7,7,4,6,6,4,3,3,6,5,2,4,11.764677338960404,11.891432573944671,8.26018376202053,13.17483070601179,Pétrochimie
10,5,4,3,8,5,4,9,6,7,6,2,5,3,3,7,8,3,7,9.788785742783672,13.401537871211524,13.629250596896464,12.91365751406463,Génie Logiciel
8,8,3,3,6,4,7,7,5,3,4,8,3,2,4,5,5,4,7,12.361958161760153,10.940653360677922,13.40503088623999,13.861567678369122,Intelligence Artificielle
6,6,6,3,3,5,4,7,5,4,4,6,3,3,2,6,6,5,2,12.302175605460562,11.271109027323423,12.848940127789716,13.954299947115821,Maintenance Automobile
10,8,7,4,5,3,3,7,6,5,5,6,4,8,6,5,7,4,4,8.829502345547217,12.869382419889154,14.428564210194388,11.703172750851117,Génie Logiciel
9,6,4,8,4,6,6,10,5,7,7,4,6,7,5,6,5,3,5,12.443585258503699,13.99802108088371,15.13262460409476,10.197481689564075,Big Data
4,6,3,7,4,6,4,5,6,6,2,6,4,7,5,5,5,4,4,11.258034669202578,13.806846664168287,10.647065455813507,13.069486267775684,Pétrochimie
4,7,3,4,7,6,4,6,6,2,7,3,8,7,6,3,2,2,5,9.797165447021486,13.861313667610858,11.77666792451626,13.035440700829831,Robotique
6,3,6,5,5,5,6,6,5,5,8,4,4,6,6,6,5,7,5,10.746068327644602,10.77816669593101,12.3528798950948,13.781393576519285,Topographie
7,2,5,5,6,3,5,4,2,7,7,6,6,4,3,6,5,7,4,12.570624552384144,9.881107597137477,10.449649393753216,11.955068219925877,Maintenance Automobile
8,7,9,5,3,2,10,5,6,3,4,5,6,5,4,7,3,8,5,9.936936005577003,13.74422533011709,9.704496181915346,9.426803086623694,Aéronautique
6,2,10,6,2,6,8,7,3,5,5,2,5,7,8,6,5,8,3,13.309174317410712,16.417051355069937,13.291745304898892,12.618490268944079,Pilotage
6,5,2,7,3,4,4,5,6,6,7,7,4,3,5,4,6,5,7,12.22605303297912,8.442819767414061,12.86088394321711,10.972009662890306,Pétrochimie
8,5,6,8,4,4,7,6,4,6,8,4,6,6,7,4,7,4,4,10.676264564647287,11.13037098566741,13.960076366282848,9.883800714635333,Robotique
7,4,4,7,6,5,5,2,3,4,4,6,3,6,7,6,5,6,7,9.553029570504467,10.935080556334658,12.70902654772201,8.126463662756667,Topographie
6,4,9,6,7,2,9,4,5,4,6,5,7,5,6,6,4,3,4,11.982320093768205,14.492028862657877,8.690108019066619,13.429149893793369,Pilotage
7,6,5,7,5,3,6,5,4,7,5,7,5,7,7,7,7,7,8,13.664498642361496,13.66899862933069,10.33418705960515,9.88280515790249,Maintenance Automobile
9,10,5,7,6,5,3,6,6,2,3,4,5,8,7,4,2,5,2,11.725800332035284,10.886781823094605,13.682856244379678,11.838799609979148,Génie Logiciel
8,6,4,5,6,5,6,5,6,4,5,7,5,8,6,7,2,7,4,12.793017768062583,13.536536864725797,8.858523480418878,8.320277943226738,Topographie
7,6,7,4,3,6,6,6,3,3,5,7,7,5,6,4,5,3,3,11.377034033194743,10.103684513403898,8.87995552918015,12.35324542722423,Robotique
5,3,6,4,5,5,8,3,4,6,5,7,5,8,4,8,4,7,3,8.895681033945344,13.374302757931494,11.601909445909886,10.070127483088644,Pétrochimie
7,7,3,7,5,5,5,10,5,4,8,4,2,8,3,3,2,4,2,12.441636009700435,13.584758286564654,17.162464507701657,12.88594761503369,Intelligence Artificielle
9,7,3,6,4,5,4,6,8,6,5,6,7,3,5,7,6,4,6,12.165048080465162,12.163704158730887,17.097625919453996,8.2443594841141,Intelligence Artificielle
6,4,7,3,8,2,7,6,7,6,2,4,3,5,3,5,4,6,3,11.580945335953647,8.562402279247273,11.158827839452428,13.93755158685654,Topographie
5,7,6,4,7,4,6,7,7,3,8,7,5,5,7,4,7,7,6,12.594477021634095,8.501709981364543,10.39320872811999,11.801560101121442,Topographie
5,6,7,5,4,5,4,3,8,2,7,4,6,6,4,3,7,6,6,9.511787269830263,13.700295972157928,8.865523263073616,12.873147988738255,Cybersécurité
8,7,7,5,7,7,8,5,5,3,2,3,3,2,6,5,3,6,6,10.088160791254445,11.288935518680109,11.451447381187066,11.212106209310365,Objets Connectés (IoT)
3,4,7,6,5,4,3,6,3,6,3,5,8,4,6,7,8,2,6,11.57372861259866,10.256736982634523,8.155710031507802,12.513967860111697,Pétrochimie
4,6,6,3,4,5,5,3,6,6,3,3,4,4,4,5,5,6,3,11.628799738980238,11.543964257763259,8.461008788328238,9.583066525504176,Maintenance Automobile
9,7,8,6,2,5,4,10,2,8,7,6,5,7,6,3,8,5,4,11.515059052073799,13.811979828362714,15.548072787544744,11.77213347259611,Génie Logiciel
6,9,4,6,8,4,3,9,8,6,5,6,6,5,4,4,6,3,5,10.3466796669513,11.982131478438397,14.013405488916248,11.056948583220027,Génie Logiciel
5,7,8,3,3,2,10,3,7,7,7,5,6,4,6,5,5,6,6,11.924526166653642,12.138008065385748,10.157948463881377,8.646672716685222,Pilotage
9,9,7,6,3,3,6,8,7,6,5,7,8,3,4,4,4,3,8,10.538425374333947,9.741218245794185,14.214237795732808,12.742426326949134,Big Data
4,6,3,8,3,2,6,2,2,6,7,2,4,6,3,6,3,6,5,13.548877132206904,9.994370858720142,13.821869500712166,13.647294199610798,Cybersécurité
8,4,5,4,4,5,8,5,5,7,4,6,7,5,5,8,2,7,5,13.015530953137633,10.097742469155579,11.312551184937806,11.1534579597221,Robotique
8,7,7,4,5,3,9,6,4,3,4,6,7,6,6,6,5,5,7,8.616598311901438,12.701635903806716,10.01398952396412,11.328859183890309,Pilotage
5,6,6,5,4,3,5,7,6,3,5,7,5,7,7,3,7,4,7,10.26759970980781,13.764108421622206,12.112987340551609,8.947085320648672,Objets Connectés (IoT)
4,4,8,6,8,5,10,6,8,7,6,6,5,2,3,3,3,6,6,8.655245980127484,15.182639949072072,8.309120181536908,13.17099973939407,Pilotage
7,5,2,5,7,5,7,6,4,3,4,7,6,4,5,3,5,7,3,11.806820523783326,9.23104394542365,11.326941918101191,11.812356570670214,Objets Connectés (IoT)
5,2,4,5,6,7,4,5,4,3,7,5,5,5,4,3,4,7,5,9.693182143892358,9.036464600870822,12.086351143463583,11.326644161242992,Pétrochimie
7,9,6,7,5,3,4,10,3,4,5,7,7,6,5,4,3,4,6,10.499360991183156,11.28730494222009,13.219911891837613,13.485019152467796,Intelligence Artificielle
5,2,7,4,2,7,7,4,4,8,5,5,5,7,4,6,5,5,2,10.67021611708977,8.409226365349369,8.358138121788572,12.829280464017135,Pétrochimie
6,4,4,7,4,5,6,5,5,5,5,8,6,3,8,4,5,7,3,8.31408142611484,9.361666038865138,11.541369120563804,11.858122487135457,Pétrochimie
8,8,8,4,3,6,6,7,7,8,4,3,5,3,6,5,7,4,7,13.352718569825248,9.475610599692283,10.340731543806264,11.345414007789214,Objets Connectés (IoT)
5,7,9,5,5,4,9,8,3,6,4,5,3,4,6,4,7,2,3,11.990386622209625,15.400472911646169,10.630030475706711,13.256382049690897,Aéronautique
7,5,6,6,7,6,3,7,2,5,6,7,7,5,5,3,6,6,6,10.817324370467533,12.505041077254859,9.268240085756291,12.708733317094561,Topographie
5,6,5,3,4,3,6,3,6,4,5,5,4,5,5,3,5,5,2,8.946884191766653,10.274810945941972,12.899544874756753,13.10662729950713,Objets Connectés (IoT)
4,2,7,7,4,4,9,7,6,6,4,6,2,6,4,3,3,4,6,13.913699945745336,13.434420413502469,9.897820916000336,10.685865549551824,Pilotage
7,7,6,6,3,7,5,7,5,6,4,4,7,2,5,4,3,8,4,12.62433123535044,12.299884683235522,9.166598894206466,13.820884659355352,Topographie
6,4,7,4,4,6,8,7,6,2,2,4,5,7,5,6,7,7,5,8.000320808403034,12.609852322592046,8.171773544039763,10.8634648275603,Aéronautique
8,6,7,7,6,5,4,9,4,5,4,4,7,5,6,5,2,4,6,10.570984357365845,8.039418471984641,14.44512415413,8.743413759250942,Intelligence Artificielle
9,10,6,4,6,6,5,9,5,7,5,3,3,3,6,6,2,5,6,10.981769076268062,13.684389565031772,14.20682569023901,13.495831821636749,Big Data
6,2,6,5,8,2,4,2,6,6,4,5,3,6,5,5,5,4,5,12.037915626858878,9.44744254730934,10.562172874186036,10.44511347530092,Pétrochimie
9,10,5,7,6,3,7,9,7,4,7,4,4,7,4,7,2,8,3,10.435236023394902,10.597635847150876,14.966150372053667,10.26704822119541,Big Data
6,4,9,5,4,6,10,3,5,5,6,5,4,4,2,5,7,5,7,11.565968751893767,15.082526771127093,12.513951825232763,11.487005406791852,Pilotage
6,4,7,5,4,4,10,4,4,6,5,6,5,5,4,6,2,4,5,8.892349280781945,15.089829810258369,12.570655054758488,13.085177365887251,Aéronautique
3,8,4,6,5,4,4,4,2,4,5,8,4,2,5,6,3,5,7,11.966610844200392,12.413872125992787,8.880300850508533,9.459568327001783,Pétrochimie
4,7,8,6,5,5,6,2,6,2,6,6,8,6,5,3,7,6,7,10.798119233684815,8.58950065565207,9.946964684143992,11.746253601972194,Topographie
2,3,3,4,6,4,6,7,7,6,5,7,3,5,6,8,4,3,3,13.538360634196792,9.02426017268849,11.497490076418568,11.355241615866177,Pétrochimie
5,3,7,8,5,4,2,6,2,5,4,6,5,3,5,4,4,3,4,13.579854639438366,12.255099114541082,9.152982188966059,13.20919902671431,Cybersécurité
8,10,4,3,3,5,5,8,5,8,6,7,7,6,6,7,7,7,7,9.355341457182831,12.124129994822123,17.721874493065624,13.422732548550375,Intelligence Artificielle
7,3,4,5,6,5,3,5,3,3,8,7,6,4,6,6,4,7,4,8.173286136820428,8.982209780067185,8.589600898590058,11.526046226033694,Cybersécurité
6,6,3,5,6,6,7,5,3,5,6,7,7,4,3,5,6,3,7,8.502112790242245,13.380031087544337,9.30707452968381,11.278180609318671,Robotique
9,10,6,6,4,3,5,8,3,4,4,4,7,6,6,7,5,6,4,13.378399397239814,8.934349950883627,13.267602721067913,10.686886218598522,Intelligence Artificielle
3,3,10,4,2,4,9,6,7,4,3,3,2,3,8,7,4,3,3,10.53909052172287,12.194149161956208,13.166900685054838,9.204395758675853,Aéronautique
6,8,8,3,5,3,3,7,2,3,2,8,2,7,4,5,2,4,4,9.6539378371092,10.70397191793381,13.275358346200267,11.14582674279368,Robotique
8,6,4,2,6,3,5,6,4,5,4,5,6,8,5,7,4,4,5,10.329289346829754,13.914442829648223,14.461053889154032,11.15127728214291,Génie Logiciel
8,10,2,3,6,4,5,6,7,2,3,6,5,4,5,6,5,5,8,13.755236975025534,8.987333541430202,15.993792708113917,11.790283104449538,Big Data
4,5,8,3,6,6,8,2,3,4,3,6,7,5,5,7,5,5,3,13.3366255588551,13.776075726098904,8.605226581391307,12.022775503156511,Pilotage
5,5,2,6,6,3,4,8,6,3,4,3,6,5,3,5,8,5,8,9.730177046782844,12.788832334219485,11.550199362839773,12.259467551130403,Robotique
6,6,6,4,5,8,10,7,5,4,7,6,4,6,3,5,4,5,4,12.194861582240858,15.437002416932241,13.652540961398065,13.602200758437249,Aéronautique
4,3,6,4,7,4,4,3,7,4,6,4,5,8,2,8,7,6,3,13.112453904593416,8.804839477639678,12.681912882475904,10.385487597973722,Robotique
3,5,4,2,6,7,5,4,5,5,4,4,4,7,7,5,8,3,8,11.084668748739348,13.884352917773544,10.713032615905952,13.429113043205863,Topographie
4,4,7,5,6,8,4,6,5,5,3,4,4,5,4,6,6,4,4,10.131562054464972,10.948515666354355,9.29193794402317,9.724891733457639,Objets Connectés (IoT)
4,6,2,8,5,4,6,4,8,4,8,2,4,8,7,6,6,8,6,11.849733593874426,11.971202773877085,11.51877800327508,12.363178902196978,Objets Connectés (IoT)
2,5,7,2,6,3,8,5,2,8,2,5,8,7,6,3,7,6,6,12.710389429113551,12.110339928796373,13.975578059770694,10.574462566768677,Aéronautique
9,9,6,8,3,4,8,7,2,4,7,5,6,7,6,3,4,2,5,10.985320291679042,11.65047267377687,16.594897718394066,8.033633716989288,Génie Logiciel
5,6,8,7,7,4,9,5,3,7,5,2,7,5,2,6,4,4,6,10.11582695650041,16.29014554678809,11.323432961439654,13.07757892273604,Pilotage
6,4,5,4,6,5,5,2,6,6,5,4,3,6,4,4,6,2,7,13.143785442112222,13.532717330422884,12.424681432945787,13.323386296874142,Objets Connectés (IoT)
9,8,6,7,3,6,3,10,6,7,4,5,6,3,5,2,7,4,5,8.81117295712911,10.229269322524033,14.730121637380114,8.764868585707665,Big Data
4,8,8,4,3,8,7,4,6,4,4,2,6,4,8,7,4,5,4,8.92905187575579,13.111489644705035,8.695010284550175,13.401637730767387,Pétrochimie
9,10,7,6,4,6,6,10,7,6,7,4,5,3,2,6,5,7,5,13.848625627835467,9.484758460647232,13.03652551629285,10.293572361589295,Génie Logiciel
6,3,7,6,6,7,6,6,4,3,4,6,6,8,3,4,5,4,4,13.612784416550877,11.705498881395096,13.854890712736422,8.664150334605804,Robotique
7,7,5,5,7,6,3,9,4,5,4,5,8,4,3,3,3,4,8,12.492446252973336,11.614429022268498,17.984858855378235,13.327081937463177,Big Data
6,4,5,7,7,7,2,6,7,4,5,3,6,3,6,3,7,4,7,9.263419874524502,10.26315673210604,8.904030882320953,12.978473901359932,Maintenance Automobile
9,8,6,2,4,5,8,8,7,5,4,3,6,4,2,8,4,6,2,8.681122990182232,12.515177216117214,13.441326106263578,9.186331973992573,Intelligence Artificielle
